159	Kuanyama; Kwanyama	kj
160	Kuanyama; Kwanyama	KJ
161	Kazakh	kk
162	Kazakh	KK
163	Kalaallisut; Greenlandic	kl
164	Kalaallisut; Greenlandic	KL
165	Central Khmer	km
166	Central Khmer	KM
167	Kannada	kn
168	Kannada	KN
169	Korean	ko
170	Korean	KO
171	Kanuri	kr
172	Kanuri	KR
173	Kashmiri	ks
174	Kashmiri	KS
175	Kurdish	ku
176	Kurdish	KU
177	Komi	kv
178	Komi	KV
179	Cornish	kw
180	Cornish	KW
181	Kirghiz; Kyrgyz	ky
182	Kirghiz; Kyrgyz	KY
183	Latin	la
184	Latin	LA
185	Luxembourgish; Letzeburgesch	lb
186	Luxembourgish; Letzeburgesch	LB
187	Ganda	lg
188	Ganda	LG
189	Limburgan; Limburger; Limburgish	li
190	Limburgan; Limburger; Limburgish	LI
191	Lingala	ln
192	Lingala	LN
193	Lao	lo
194	Lao	LO
195	Lithuanian	lt
196	Lithuanian	LT
197	Luba-Katanga	lu
198	Luba-Katanga	LU
199	Latvian	lv
200	Latvian	LV
201	Malagasy	mg
202	Malagasy	MG
203	Marshallese	mh
204	Marshallese	MH
205	Maori	mi
206	Maori	MI
207	Macedonian	mk
208	Macedonian	MK
209	Malayalam	ml
210	Malayalam	ML
211	Mongolian	mn
212	Mongolian	MN
213	Moldavian; Moldovan	mo
214	Moldavian; Moldovan	MO
215	Marathi	mr
216	Marathi	MR
217	Malay	ms
218	Malay	MS
219	Maltese	mt
220	Maltese	MT
221	Burmese	my
222	Burmese	MY
223	Nauru	na
224	Nauru	NA
225	Bokmal Norwegian; Norwegian Bokmal	nb
226	Bokmal Norwegian; Norwegian Bokmal	NB
227	Ndebele; North; North Ndebele	nd
228	Ndebele; North; North Ndebele	ND
229	Nepali	ne
230	Nepali	NE
231	Ndonga	ng
232	Ndonga	NG
233	Dutch; Flemish	nl
234	Dutch; Flemish	NL
235	Norwegian Nynorsk; Nynorsk, Norwegian	nn
236	Norwegian Nynorsk; Nynorsk, Norwegian	NN
237	Norwegian	no
238	Norwegian	NO
239	Ndebele; South; South Ndebele	nr
240	Ndebele; South; South Ndebele	NR
241	Navajo; Navaho	nv
242	Navajo; Navaho	NV
243	Chichewa; Chewa; Nyanja	ny
244	Chichewa; Chewa; Nyanja	NY
245	Occitan (post 1500)	oc
246	Occitan (post 1500)	OC
247	Ojibwa	oj
248	Ojibwa	OJ
249	Oromo	om
250	Oromo	OM
251	Oriya	or
252	Oriya	OR
253	Ossetian; Ossetic	os
254	Ossetian; Ossetic	OS
255	Panjabi; Punjabi	pa
256	Panjabi; Punjabi	PA
257	Pali	pi
258	Pali	PI
259	Polish	pl
260	Polish	PL
261	Pushto; Pashto	ps
262	Pushto; Pashto	PS
263	Portuguese	pt
264	Portuguese	PT
265	Quechua	qu
266	Quechua	QU
267	Romansh	rm
268	Romansh	RM
269	Rundi	rn
270	Rundi	RN
271	Romanian	ro
272	Romanian	RO
273	Russian	ru
274	Russian	RU
275	Kinyarwanda	rw
276	Kinyarwanda	RW
277	Sanskrit	sa
278	Sanskrit	SA
279	Sardinian	sc
280	Sardinian	SC
281	Sindhi	sd
282	Sindhi	SD
283	Northern Sami	se
284	Northern Sami	SE
285	Sango	sg
286	Sango	SG
287	Sinhala; Sinhalese	si
288	Sinhala; Sinhalese	SI
289	Slovak	sk
290	Slovak	SK
291	Slovenian	sl
292	Slovenian	SL
293	Samoan	sm
294	Samoan	SM
295	Shona	sn
296	Shona	SN
297	Somali	so
298	Somali	SO
299	Albanian	sq
300	Albanian	SQ
301	Serbian	sr
302	Serbian	SR
303	Swati	ss
304	Swati	SS
305	Sotho, Southern	st
306	Sotho, Southern	ST
307	Sundanese	su
308	Sundanese	SU
309	Swedish	sv
310	Swedish	SV
311	Swahili	sw
312	Swahili	SW
313	Tamil	ta
314	Tamil	TA
315	Telugu	te
316	Telugu	TE
317	Tajik	tg
318	Tajik	TG
319	Thai	th
320	Thai	TH
321	Tigrinya	ti
322	Tigrinya	TI
323	Turkmen	tk
324	Turkmen	TK
325	Tagalog	tl
326	Tagalog	TL
327	Tswana	tn
328	Tswana	TN
329	Tonga (Tonga Islands)	to
330	Tonga (Tonga Islands)	TO
331	Turkish	tr
332	Turkish	TR
333	Tsonga	ts
334	Tsonga	TS
335	Tatar	tt
336	Tatar	TT
337	Twi	tw
338	Twi	TW
339	Tahitian	ty
340	Tahitian	TY
341	Uighur; Uyghur	ug
342	Uighur; Uyghur	UG
343	Ukrainian	uk
344	Ukrainian	UK
345	Urdu	ur
346	Urdu	UR
347	Uzbek	uz
348	Uzbek	UZ
349	Venda	ve
350	Venda	VE
351	Vietnamese	vi
352	Vietnamese	VI
353	Volapük	vo
354	Volapük	VO
355	Walloon	wa
356	Walloon	WA
357	Wolof	wo
358	Wolof	WO
359	Xhosa	xh
360	Xhosa	XH
361	Yiddish	yi
362	Yiddish	YI
363	Yoruba	yo
364	Yoruba	YO
365	Zhuang; Chuang	za
366	Zhuang; Chuang	ZA
367	Chinese	zh
368	Chinese	ZH
369	Zulu	zu
370	Zulu	ZU
